,price,depreciation,registration_date,mileage,road_tax,deregistration_value,coe,engine_cap,curb_weight,manufactured_year,trasmission,omv,arf,power,number_of_owner,type,car_features,car_accessories,descriptions,warranty,category,status
97,"$71,800","$13,980",30-Oct-2017,"81,000 km (15k /yr)",$742 /yr,"$29,703","$41,761","1,598 cc","1,230 kg",2017,Auto,"$19,990","$14,990",96.0 kW (128 bhp),1,Mid-Sized Sedan,"Features Reliable 1.6L 4 Cylinders Dual VVT-i Engine Producing 120Bhp, 145Nm Torque. CVT Automatic Steptronic Transmission. Front Wheel Drive. View specs of the Toyota Corolla","Accessories Leather Seats, Sports Rims, Factory Fitted Audio Units, Reverse Sensor And Camera, Side Mirrors Indicator, Retractable Side Mirrors.","Description ONLY 1 Owner! Non PHV Unit Guaranteed! Cheapest Price Match Guaranteed! Lowest Interest Rate! $0 Downpayment Available, 100% Loan Approval! Pristine Condition Well Kept By Previous OCD Owner That Does Early Servicing & Only Park In Indoor! STA/Workshop Evaluations All Welcome! Call Us For A Non-Obligatory Viewing & Test Drive.","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Premium Ad Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
98,"$185,800","$17,810",21-Jul-2022,"5,000 km",$586 /yr,"$95,609","$70,901","1,332 cc","1,410 kg",2022,Auto,"$33,778","$39,290",96.0 kW (128 bhp),1,Luxury Sedan,Features Original Condition.,Accessories Factory Fitted Interior.,"Description (The Ideal Executive Choice!) C&C Unit. Showroom Ready Stock, Kept Well In Almost New Condition. Enjoy 3 Years Ongoing Agent Warranty & 10 Years (C&C) Engine Warranty When You Maintain Your Vehicle With Them. Price Listed Are Final Inclusive Of GST. Various Auto Financing Option Available At Competitive Rates. STA Evaluation Friendly For Additional Peace Of Mind.","CategoryPARF Car, Almost New Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
99,"$199,800","$31,550",09-Mar-2018,"44,000 km (8.7k /yr)","$1,194 /yr","$80,431","$39,903","1,984 cc","1,845 kg",2017,Auto,"$63,703","$86,666",185.0 kW (248 bhp),2,SUV,"Features 2.0l turbo engine mated to 7 speed PDK gearbox producing 248bhp and max 350nm torque. 0 to 100km/h in 6.9s, top speed 223km/h. View specs of the Porsche Macan (2014-2019)","Accessories Keyless entry/start, reverse camera, pcm, navi, auto tailgate, 14-way electric seats, LED headlamps with 4-point DRL, Bluetooth, cruise control.","Description Pristine condition. Stuggart agent unit with warranty till June 2023. Buy with a peace of mind. Elegant volcano grey metallic in colour with black leather interior. Driver & passenger electric seats, GPS navigation, PSM. Guarantee flawless condition. Flexible loan available and trade ins are welcomed. Call us for more info!","CategoryPARF Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
100,"$186,000","$28,600",16-Jun-2017,"111,600 km (19.3k /yr)","$2,384 /yr","$113,542","$53,001","2,998 cc","1,770 kg",2017,Auto,"$87,886","$130,195",240.0 kW (321 bhp),2,Luxury Sedan,Features 3.0l six cylinder in-line twin power turbo charged valve tronic. Rear wheel drive. 8 speed auto transmission. 321bhp.,Accessories Auto rear window shade. Keyless entry. Harman Kardon sound system. Factory fitted audio player. Reverse camera. Head up display. Sunroof. Gps.,Description Performance Motors unit. Full agent maintained. Service invoice available. Most popular 7 series luxury sedan in the market. Spacious cabin seats with large boot space. Attractive low-interest rate of 2.78%. Please call our sales consultant for more enquiries and viewing appointments.,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
101,"$71,555","$11,940",05-Oct-2018,"94,000 km (21k /yr)",$738 /yr,"$23,704","$28,000","1,591 cc","1,345 kg",2018,Auto,"$10,944","$10,944",93.8 kW (125 bhp),1,Mid-Sized Sedan,Features View specs of the Hyundai Elantra (2016-2018),Accessories Black/black leather. In Car Front And Rear Dash Camera.,Description 1 owner. Just performed servicing by the Agent. 6 Months Old Battery. Pretty New All 4 Brake Disc Rotors & Brake Pads. 90% New All 4 Tires. Extended warranty by Komoco. Fully serviced and maintained by Komoco motors since day 1 till now. Very well maintained. 100% accident free. All new paint work. Various loan package available up to 100%. Viewing and test drive are most welcome.,"CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
102,"$134,800","$24,810",19-May-2017,"91,000 km (15.6k /yr)","$1,210 /yr","$67,577","$55,414","1,998 cc","1,540 kg",2017,Auto,"$50,933","$63,680",185.0 kW (248 bhp),1,Luxury Sedan,"Features Powerful And Elegance BMW Inline 4 Twin Power Turbocharged Engine Producing 248hp, 350nm. 8 Speed Transmission. 0-100km/h In 6.2s. Top Speed 250km/h.","Accessories 360 Camera, Wireless Charging, Soft Close Door, BMW Touch Command, Gesture Control, Navigation, Electric Boot, Comfort Access System, Paddle Shifter.","Description Most Popular BMW Luxury Sedan For Your Family. 1 Owner. Spacious And Reliable. Well Maintained And Service With Agent PML. Beautiful Paintwork With Clean And Neat Interior. Bank Or In-house Loan Available. Purchased With Assurance From Henly Enterprises, Well Established Since 1972. Call Us Today For Your Viewings Appointment. Thank You.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
103,"$163,800","$18,360",24-Feb-2012,"80,000 km (7.2k /yr)","$3,986 /yr","$71,907","$80,583","3,598 cc","2,105 kg",2011,Auto,"$81,861","$81,861",220.0 kW (295 bhp),2,SUV,"Features Reliable 3.6l V6 engine with 8 speed Tiptronic s transmission, producing 295bhp and torque 400nm, paddle shifters, 6x SRS airbags, traction control. View specs of the Porsche Cayenne (2010-2015)","Accessories LED DRL, auto headlights, rain sensing wipers, auto tailgate, electric parking brake, original premium leather electric seats, facelift steering wheel","Description 100% loan available with immediate approval, bank loan, in-house loan welcome, immediate transfer of ownerships, Stuttgart Porsche unit with full agent serviced, genuine low mileage, high trade-in welcome, facelifts model with high options, perfectly silence undercarriage, no any repair need, 120 points STA check and accident free report for a peace of mind.","CategoryCOE Car, Premium Ad Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
104,"$82,999","$18,420",15-Nov-2016,"118,500 km (18.6k /yr)","$1,630 /yr","$41,212","$56,410","2,356 cc","1,769 kg",2016,Auto,"$28,414","$31,780",129.0 kW (172 bhp),1,MPV,"Features Reliable 2.4l DOHC I-VTEC engine, smooth CVT auto transmission, ABS, 6 airbags, traction control, cruise control, paddle shifters, keyless entry/start View specs of the Honda Odyssey","Accessories Electric leather seats, sports rims, factory fitted audio system, reverse camera & sensors, auto headlight, rain sensor, dual power sliding door.","Description Rare 1-owner unit with genuine mileage. The go-to MPV for a great balance of reliability, power and comfort. With this unit's spacious & comfortable 8-seater configuration, it's perfect for daily run around and family outings. Flexible bank/in house financing option available with quick and hassle free loan approval. Trade ins welcome! Call us today for an on-site viewing!","This car comes with 6-mth Sgcarmart Warranty, the best protection for your car.Ask the dealer to activate the warranty to start the coverage.$0 Repair BillsComprehensive Vehicle Inspection","PARF Car, Sgcarmart Warranty Cars",Available for sale. Shortlist this car to get alerted whenever the price or availability changes.
105,"$89,000","$14,770",11-Jul-2018,N.A.,"$1,210 /yr","$34,032","$33,900","1,998 cc","1,472 kg",2017,Auto,"$21,018","$21,426",121.0 kW (162 bhp),1,Luxury Sedan,"Features Airbags, ABS, Powerful and Reliable 2.0L 4 Cylinder DOHC 16V Skyactive-G Engine, 6 Speed Auto, Cruise Control, Keyless Entry/Start. View specs of the Mazda 6 Sedan (2018)","Accessories Leather Seats, Sports Rims, Audio System, Electric Seats, Reverse Camera, Navigation System.","Description Elegant Blue, ""Executive"" Model With High Specifications, One Owner Only, Serviced By Agent, This is Not a Rental/Limousine Unit, Genuine Mileage Done, Spacious Sedan, Very Well Maintained, Easy Financing, Flexible In-House Loan Packages Available.",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
106,"$111,800","$12,890",14-Sep-2021,"20,000 km (13.1k /yr)",$742 /yr,"$43,591","$47,000","1,598 cc","1,280 kg",2021,Auto,"$18,755","$5,000",90.2 kW (120 bhp),1,Mid-Sized Sedan,Features 121bhp 1.6L 4 Cylinder Inline 16 Valve DOHC Engine. Ivt Auto Transmission. ABS. SRS. Smart Cruise/traction Control. Electric Park Brake. Keyless Entry View specs of the Hyundai Avante (2020),"Accessories Leather Electric Seats, Sports Rims, Reverse Camera With Sensors, Touch Screen Audio System With Apple CarPlay/Android Auto, LED Daylights.","Description 1 Owner Only, Latest CN7 Facelift ""S"" Model, Fully Serviced And Maintained By Komoco Motors, 5 Years Unlimited Mileage Warranty, Showroom Condition! 100% In House And Bank Loan Available. Trade-in Welcome, SMS/WhatsApp/call For Appointment And Viewing!",CategoryPARF Car,StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
107,"$62,800","$18,030",27-Nov-2015,"90,000 km (12.3k /yr)",$684 /yr,"$33,810","$61,103","1,499 cc","1,425 kg",2015,Auto,"$30,065","$29,091",100.0 kW (134 bhp),2,Luxury Sedan,Features Original Condition. View specs of the BMW 318i,Accessories Factory Fitted Interior.,"Description 100% Cheapest In The Market, The Ideal Short Term Luxury Selection! Latest Trade In Unit With Regular Servicing Done At Reputable Workshop. Price Negotiable, Various Auto Financing Option Available At Competitive Rates. STA Evaluation Welcome Friendly Unit.","CategoryPARF Car, Premium Ad Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out moreCar Valuation - FreeFind out the market value of your existing car for free. Get started
108,"$73,500","$11,830",28-Nov-2018,"35,000 km (8.1k /yr)",$738 /yr,"$23,634","$25,000","1,591 cc","1,345 kg",2018,Auto,"$12,572","$12,572",93.8 kW (125 bhp),1,Mid-Sized Sedan,"Features 1.6L 4 cylinders 16 valve engine, ABS, SRS airbags, smooth 6 speed auto transmission, auto headlights/rain sensor, traction control. View specs of the Hyundai Elantra (2016-2018)","Accessories Keyless Entry/ Start Stop, Multi function steering wheel, Bluetooth, rear aircon, fog light, sport rims, leather seats, driver memory seats.","Description 1 Owner! Super Low mileage! New Car Conditon! Still Have New Car Scent! GLS ""S"" model! Immediate transfer of ownership upon collection! Trade in available. View to believe it. Viewing strictly via appointment only.","CategoryPARF Car, Low Mileage Car",StatusAvailable for sale. Shortlist this car to get alerted whenever the price or availability changes.,ResourcesSgcarmart Used Car WarrantyGet $0 future car repair bill. Ask your dealer for a warranty on this car. Learn moreCar Valuation - FreeFind out the market value of your existing car for free. Get startedVehicle EvaluationAfraid of lemons? Request to have this car evaluated professionally. Find out more
